Name,First Name,District,ballotpedia.org,Party,Election,Incumbent,Sex,Date of Birth,Marital Status,Number of children,Race,Ethnicity,Profession,Compensation,Education,Religion,Citizen voting- age population (District),Voters' Average Age (District),female voters,male voters,Race: White,Race: Black/African American,Race: American Indian/Alaskan Native,Race: Asian,Race: Native Hawaiian/or other Pacific Islander,Race: some other race,Etnicity Composition: Hispanic,Ethnic composition: Latino,Ethnic composition: Spanish,Unemployment rate,Median household income (dollars),Poverty rate,Proper helath insurance rate,Highest education achieved on average,,,,,,,,,,,
Pullins,Pierre Quincy,IN-07,https://ballotpedia.org/Pierre_Pullins,Dem,House,no,,,,,,,,,,,"521,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis,Jon,IN-07,https://ballotpedia.org/Jon_Davis,Rep,House,no,,,,,,,,,,,"521,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merrill,Douglas,IN-07,https://ballotpedia.org/Douglas_Merrill,Rep,House,no,,,,,,,,,,,"521,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miniear,J.D.,IN-07,https://ballotpedia.org/J.D._Miniear,Rep,House,no,,,,,,,,,,,"521,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramey,Martin,IN-07,https://ballotpedia.org/Martin_Ramey,Rep,House,no,,,,,,,,,,,"521,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith,Susan Marie,IN-07,https://ballotpedia.org/Susan_Marie_Smith,Rep,House,no,,,,,,,,,,,"521,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walters,Gerald,IN-07,https://ballotpedia.org/Gerald_Walters,Rep,House,no,,,,,,,,,,,"521,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bucshon,Larry,IN-08,https://ballotpedia.org/Larry_Bucshon,Rep,House,yes,,,,,,,,,,,"549,149",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drake,Ron,IN-08,https://ballotpedia.org/Ron_Drake,Dem,House,no,,,,,,,,,,,"549,149",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsili,Thomasina,IN-08,https://ballotpedia.org/Thomasina_Marsili,Dem,House,no,,,,,,,,,,,"549,149",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webster,Mike,IN-08,https://ballotpedia.org/Mike_Webster_(Indiana_congressional_candidate),Dem,House,no,,,,,,,,,,,"549,149",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollingsworth,Trey,IN-09,https://ballotpedia.org/Trey_Hollingsworth,Rep,House,yes,,,,,,,,,,,"575,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorris,D. Liam,IN-09,https://ballotpedia.org/D._Liam_Dorris,Dem,House,no,,,,,,,,,,,"575,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hood,Brandon,IN-09,https://ballotpedia.org/Brandon_Hood,Dem,House,no,,,,,,,,,,,"575,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,
O'Gabhann,James III,IN-09,https://ballotpedia.org/James_O%27Gabhann_III,Dem,House,no,,,,,,,,,,,"575,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powell,Mark J.,IN-09,https://ballotpedia.org/Mark_J._Powell_(Indiana),Dem,House,no,,,,,,,,,,,"575,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruff,Andy,IN-09,https://ballotpedia.org/Andy_Ruff,Dem,House,no,,,,,,,,,,,"575,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tilford,John,IN-09,https://ballotpedia.org/John_Tilford,Ind,House,no,,,,,,,,,,,"575,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnett,Kali,KS-01,https://ballotpedia.org/Kali_Barnett,Dem,House,no,,,,,,,,,,,"502,712",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis,Christy,KS-01,https://ballotpedia.org/Christy_Davis,Dem,House,no,,,,,,,,,,,"502,712",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williams,Brandon,KS-01,https://ballotpedia.org/Brandon_Williams,Dem,House,no,,,,,,,,,,,"502,712",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clifford,Bill,KS-01,https://ballotpedia.org/Bill_Clifford,Rep,House,no,,,,,,,,,,,"502,712",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mann,Tracey,KS-01,https://ballotpedia.org/Tracey_Mann,Rep,House,no,,,,,,,,,,,"502,712",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waymaster,Troy L.,KS-01,https://ballotpedia.org/Troy_L._Waymaster,Rep,House,no,,,,,,,,,,,"502,712",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaTurner,Jacob,KS-02,https://ballotpedia.org/Jacob_LaTurner,Rep,House,no,,,,,,,,,,,"538,594",,,,,,,,,,,,,,,,,,,,,,,,,,,,
De La Isla,Michele,KS-02,https://ballotpedia.org/Michelle_De_La_Isla,Dem,House,no,,,,,,,,,,,"538,594",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davids,Sharice,KS-03,https://ballotpedia.org/Sharice_Davids,Dem,House,yes,Female,,,,,,,,,,"534,532",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adkins,Amanda,KS-03,https://ballotpedia.org/Amanda_Adkins,Rep,House,no,,,,,,,,,,,"534,532",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beehler,Mike,KS-03,https://ballotpedia.org/Mike_Beehler,Rep,House,no,,,,,,,,,,,"534,532",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vallejo Foster,Adrienne,KS-03,https://ballotpedia.org/Adrienne_Vallejo_Foster,Rep,House,no,,,,,,,,,,,"534,532",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hart Weir,Sara,KS-03,https://ballotpedia.org/Sara_Hart_Weir,Rep,House,no,,,,,,,,,,,"534,532",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estes,Ron M.,KS-04,https://ballotpedia.org/Ron_M._Estes_(congressional_candidate),Rep,House,yes,,,,,,,,,,,"515,676",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,KS-04,NA,Dem,House,no,,,,,,,,,,,"515,676",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodes,James,KY-01,https://ballotpedia.org/James_Rhodes_(Kentucky),Rep,House,yes,,,,,,,,,,,"552,530",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comer,James Jr.,KY-01,https://ballotpedia.org/James_Comer_Jr.,Dem,House,no,,,,,,,,,,,"552,530",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guthrie,Brett,KY-02,https://ballotpedia.org/Brett_Guthrie,Rep,House,yes,,,,,,,,,,,"577,362",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Free ,Kathleen,KY-02,https://ballotpedia.org/Kathleen_Free ,Rep,House,no,,,,,,,,,,,"577,362",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linderman,Hank,KY-02,https://ballotpedia.org/Hank_Linderman,Dem,House,no,,,,,,,,,,,"577,362",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perry,Robert Lee,KY-02,https://ballotpedia.org/Robert_Lee_Perry_(Kentucky),Lib,House,no,,,,,,,,,,,"577,362",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yarmuth,John A.,KY-03,https://ballotpedia.org/John_Yarmuth,Dem,House,yes,,,,,,,,,,,"553,926",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craven,Mike,KY-03,https://ballotpedia.org/Mike_Craven,Rep,House,no,,,,,,,,,,,"553,926",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddings,Waymen,KY-03,https://ballotpedia.org/Waymen_Eddings,Rep,House,no,,,,,,,,,,,"553,926",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palazzo,Rhonda,KY-03,https://ballotpedia.org/Rhonda_Palazzo,Rep,House,no,,,,,,,,,,,"553,926",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massie,Thomas,KY-04,https://ballotpedia.org/Thomas_Massie,Rep,House,yes,,,,,,,,,,,"565,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,
McMurtry,Todd,KY-04,https://ballotpedia.org/Todd_McMurtry,Rep,House,no,,,,,,,,,,,"565,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabert,Shannon,KY-04,https://ballotpedia.org/Shannon_Fabert,Dem,House,no,,,,,,,,,,,"565,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owensby,Alexandra,KY-04,https://ballotpedia.org/Alexandra_Owensby,Dem,House,no,,,,,,,,,,,"565,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rogers,Hal,KY-05,https://ballotpedia.org/Hal_Rogers,Rep,House,yes,,,,,,,,,,,"537,877",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serrano,Gerardo,KY-05,https://ballotpedia.org/Gerardo_Serrano,Rep,House,no,,,,,,,,,,,"537,877",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best,Matthew Ryan,KY-05,https://ballotpedia.org/Matthew_Ryan_Best,Dem,House,no,,,,,,,,,,,"537,877",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hibbitts,William,KY-05,https://ballotpedia.org/William_Hibbitts,Ind,House,no,,,,,,,,,,,"537,877",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barr,Andy,KY-06,https://ballotpedia.org/Andy_Barr,Rep,House,yes,Male,,,,,,,,,,"581,992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddy,Chuck,KY-06,https://ballotpedia.org/Chuck_Eddy,Rep,House,no,,,,,,,,,,,"581,992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Young,Geoff,KY-06,https://ballotpedia.org/Geoff_Young,Rep,House,no,,,,,,,,,,,"581,992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hicks,Josh,KY-06,https://ballotpedia.org/Josh_Hicks,Dem,House,no,,,,,,,,,,,"581,992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kemph,Daniel,KY-06,https://ballotpedia.org/Daniel_Kemph,Dem,House,no,,,,,,,,,,,"581,992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harris,Frank,KY-06,https://ballotpedia.org/Frank_Harris,Lib,House,no,,,,,,,,,,,"581,992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,LA-01,NA,Dem,House,no,,,,,,,,,,,"594,231",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,LA-01,NA,Rep,House,no,,,,,,,,,,,"594,231",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Badger,John Robert,LA-01,https://ballotpedia.org/John_Robert_Badger,Ind,House,no,,,,,,,,,,,"594,231",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,LA-02,NA,Dem,House,no,,,,,,,,,,,"587,115",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,LA-02,NA,Rep,House,no,,,,,,,,,,,"587,115",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,Rob,LA-03,https://ballotpedia.org/Rob_Anderson,Dem,House,no,,,,,,,,,,,"577,604",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas,Verone,LA-03,https://ballotpedia.org/Verone_Thomas,Dem,House,no,,,,,,,,,,,"577,604",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,LA-03,NA,Rep,House,no,,,,,,,,,,,"577,604",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson,Mike,LA-04,https://ballotpedia.org/Mike_Johnson_(Louisiana),Rep,House,yes,,,,,,,,,,,"559,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,LA-04,NA,Dem,House,no,,,,,,,,,,,"559,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christophe,Candy,LA-05,https://ballotpedia.org/Candy_Christophe,Dem,House,no,,,,,,,,,,,"555,804",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierrottie,Brody,LA-05,https://ballotpedia.org/Brody_Pierrottie,Dem,House,no,,,,,,,,,,,"555,804",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harris,John,LA-05,https://ballotpedia.org/John_Harris,Rep,House,no,,,,,,,,,,,"555,804",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harris,Lance,LA-05,https://ballotpedia.org/Lance_Harris,Rep,House,no,,,,,,,,,,,"555,804",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Letlow,Luke,LA-05,https://ballotpedia.org/Luke_Letlow,Rep,House,no,,,,,,,,,,,"555,804",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinson,Randall Scott,LA-05,https://ballotpedia.org/Randall_Scott_Robinson_(Louisiana),Rep,House,no,,,,,,,,,,,"555,804",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,LA-06,NA,Dem,House,no,,,,,,,,,,,"585,015",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,LA-06,NA,Rep,House,no,,,,,,,,,,,"585,015",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neal,Richard,MA-01,https://ballotpedia.org/Richard_Neal,Dem,House,yes,,,,,,,,,,,"568,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morse,Alex,MA-01,https://ballotpedia.org/Alex_Morse,Dem,House,no,,,,,,,,,,,"568,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,MA-01,NA,Rep,House,no,,,,,,,,,,,"568,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayock,Frederick,MA-01,https://ballotpedia.org/Frederick_Mayock,Ind,House,no,,,,,,,,,,,"568,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,
McGovern,Jim,MA-02,https://ballotpedia.org/Jim_McGovern_(Massachusetts),Dem,House,yes,,,,,,,,,,,"558,962",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,MA-02,NA,Rep,House,no,,,,,,,,,,,"558,962",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trahan,Lori,MA-03,https://ballotpedia.org/Lori_Trahan,Dem,House,yes,,,,,,,,,,,"543,580",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,MA-03,NA,Rep,House,no,,,,,,,,,,,"543,580",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auchincloss,Jake,MA-04,https://ballotpedia.org/Jake_Auchincloss,Dem,House,no,,,,,,,,,,,"559,943",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cavell,Dave,MA-04,https://ballotpedia.org/Dave_Cavell,Dem,House,no,,,,,,,,,,,"559,943",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grossman,Becky,MA-04,https://ballotpedia.org/Becky_Grossman,Dem,House,no,,,,,,,,,,,"559,943",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khazei,Alan,MA-04,https://ballotpedia.org/Alan_Khazei,Dem,House,no,,,,,,,,,,,"559,943",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leckey,Ihssane,MA-04,https://ballotpedia.org/Ihssane_Leckey,Dem,House,no,,,,,,,,,,,"559,943",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew,Nick,MA-04,https://ballotpedia.org/Nick_Matthew,Dem,House,no,,,,,,,,,,,"559,943",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mermell,Jesse,MA-04,https://ballotpedia.org/Jesse_Mermell,Dem,House,no,,,,,,,,,,,"559,943",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinson,Herb,MA-04,https://ballotpedia.org/Herb_Robinson,Dem,House,no,,,,,,,,,,,"559,943",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shack,Thomas III,MA-04,https://ballotpedia.org/Thomas_Shack_III,Dem,House,no,,,,,,,,,,,"559,943",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shack,Tom,MA-04,https://ballotpedia.org/Tom_Shack,Dem,House,no,,,,,,,,,,,"559,943",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sigel,Ben,MA-04,https://ballotpedia.org/Ben_Sigel,Dem,House,no,,,,,,,,,,,"559,943",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,MA-04,NA,Rep,House,no,,,,,,,,,,,"559,943",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santino Depalma,Raffaele,MA-05,https://ballotpedia.org/Raffaele_Santino_Depalma,Dem,House,no,,,,,,,,,,,"535,109",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,MA-05,NA,Rep,House,no,,,,,,,,,,,"535,109",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moulton,Seth,MA-06,https://ballotpedia.org/Seth_Moulton,Dem,House,yes,,,,,,,,,,,"577,241",,,,,,,,,,,,,,,,,,,,,,,,,,,,
McQuilken,Angus,MA-06,https://ballotpedia.org/Angus_McQuilken,Dem,House,no,,,,,,,,,,,"577,241",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mulcahy,Nathaniel,MA-06,https://ballotpedia.org/Nathaniel_Mulcahy,Dem,House,no,,,,,,,,,,,"577,241",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zahlaway Belsito,Jamie,MA-06,https://ballotpedia.org/Jamie_Zahlaway_Belsito,Dem,House,no,,,,,,,,,,,"577,241",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moran,John Paul,MA-06,https://ballotpedia.org/John_Paul_Moran,Rep,House,no,,,,,,,,,,,"577,241",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixon,Matthew,MA-06,https://ballotpedia.org/Matthew_Mixon,Ind,House,no,,,,,,,,,,,"577,241",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pressley,Ayanna,MA-07,https://ballotpedia.org/Ayanna_Pressley,Dem,House,yes,,,,,,,,,,,"558,430",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,MA-07,NA,Rep,House,no,,,,,,,,,,,"558,430",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goldstein,Robbie,MA-08,https://ballotpedia.org/Robbie_Goldstein,Dem,House,no,,,,,,,,,,,"561,241",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wu,Brianna,MA-08,https://ballotpedia.org/Brianna_Wu,Dem,House,no,,,,,,,,,,,"561,241",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,MA-08,NA,Rep,House,no,,,,,,,,,,,"561,241",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,MA-09,NA,Dem,House,no,,,,,,,,,,,"573,274",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,MA-09,NA,Rep,House,no,,,,,,,,,,,"573,274",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harris,Andrew,MD-01,https://ballotpedia.org/Andrew_Harris,Rep ,House,yes,,,,,,,,,,,"567,926",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delgado,Jorge,MD-01,https://ballotpedia.org/Jorge_Delgado_(Maryland),Rep,House,no,,,,,,,,,,,"567,926",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galbraith,Allison,MD-01,https://ballotpedia.org/Allison_Galbraith,Dem,House,no,,,,,,,,,,,"567,926",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mason,Mia,MD-01,https://ballotpedia.org/Mia_Mason,Dem,House,no,,,,,,,,,,,"567,926",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pingley,Jennifer,MD-01,https://ballotpedia.org/Jennifer_Pingley,Dem,House,no,,,,,,,,,,,"567,926",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruppersberger,Dutch,MD-02,https://ballotpedia.org/Dutch_Ruppersberger,Dem,House,yes,,,,,,,,,,,"560,167",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feldman,Michael,MD-02,https://ballotpedia.org/Michael_Feldman,Dem,House,no,,,,,,,,,,,"560,167",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pretot,Jake,MD-02,https://ballotpedia.org/Jake_Pretot,Dem,House,no,,,,,,,,,,,"560,167",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collier,Scott M.,MD-02,https://ballotpedia.org/Scott_M._Collier,Rep,House,no,,,,,,,,,,,"560,167",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fazenbaker,Tim,MD-02,https://ballotpedia.org/Tim_Fazenbaker,Rep,House,no,,,,,,,,,,,"560,167",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impallaria,Rick,MD-02,https://ballotpedia.org/Rick_Impallaria,Rep,House,no,,,,,,,,,,,"560,167",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morris,Genevieve,MD-02,https://ballotpedia.org/Genevieve_Morris,Rep,House,no,,,,,,,,,,,"560,167",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salling,Johnny Ray,MD-02,https://ballotpedia.org/Johnny_Ray_Salling,Rep,House,no,,,,,,,,,,,"560,167",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simpson,Jim,MD-02,https://ballotpedia.org/Jim_Simpson,Rep,House,no,,,,,,,,,,,"560,167",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor,Blaine,MD-02,https://ballotpedia.org/Blaine_Taylor,Rep,House,no,,,,,,,,,,,"560,167",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northcott,Jeff,MD-02,https://ballotpedia.org/Jeff_Northcott,Unaff,House,no,,,,,,,,,,,"560,167",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarbanes,John,MD-03,https://ballotpedia.org/John_Sarbanes,Dem,House,yes,,,,,,,,,,,"545,892",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ardito,Joseph,MD-03,https://ballotpedia.org/Joseph_Ardito,Dem,House,no,,,,,,,,,,,"545,892",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rea,John,MD-03,https://ballotpedia.org/John_Rea,Dem,House,no,,,,,,,,,,,"545,892",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony,Charles,MD-03,https://ballotpedia.org/Charles_Anthony,Rep,House,no,,,,,,,,,,,"545,892",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harris,Thomas,MD-03,https://ballotpedia.org/Thomas_Harris_(Maryland),Rep,House,no,,,,,,,,,,,"545,892",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawkins,Reba,MD-03,https://ballotpedia.org/Reba_Hawkins,Rep,House,no,,,,,,,,,,,"545,892",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua ,Morales,MD-03,https://ballotpedia.org/Joshua_Morales,Rep,House,no,,,,,,,,,,,"545,892",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seyfferth,Rob,MD-03,https://ballotpedia.org/Rob_Seyfferth,Rep,House,no,,,,,,,,,,,"545,892",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,Anthony G.,MD-04,https://ballotpedia.org/Anthony_Brown_(Maryland),Dem,House,yes,,,,,,,,,,,"503,398",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryant,Sheila,MD-04,https://ballotpedia.org/Sheila_Bryant,Dem,House,no,,,,,,,,,,,"503,398",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelton,Kim,MD-04,https://ballotpedia.org/Kim_Shelton,Dem,House,no,,,,,,,,,,,"503,398",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eze,Nnabu,MD-04,https://ballotpedia.org/Nnabu_Eze,Rep,House,no,,,,,,,,,,,"503,398",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loeb,Eric,MD-04,https://ballotpedia.org/Eric_Loeb,Rep,House,no,,,,,,,,,,,"503,398",,,,,,,,,,,,,,,,,,,,,,,,,,,,
McDermott,George,MD-04,https://ballotpedia.org/George_McDermott,Rep,House,no,,,,,,,,,,,"503,398",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoyer,Steny,MD-05,https://ballotpedia.org/Steny_Hoyer,Dem,House,yes,,,,,,,,,,,"556,897",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoffman,Vanessa Marie,MD-05,https://ballotpedia.org/Vanessa_Marie_Hoffman,Dem,House,no,,,,,,,,,,,"556,897",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urbina,Briana,MD-05,https://ballotpedia.org/Briana_Urbina,Dem,House,no,,,,,,,,,,,"556,897",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilkes,Mckayla,MD-05,https://ballotpedia.org/Mckayla_Wilkes,Dem,House,no,,,,,,,,,,,"556,897",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duval Cubero,Bryan,MD-05,https://ballotpedia.org/Bryan_Duval_Cubero,Rep,House,no,,,,,,,,,,,"556,897",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devine,William III,MD-05,https://ballotpedia.org/William_Devine_III,Rep,House,no,,,,,,,,,,,"556,897",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Havis,Lee,MD-05,https://ballotpedia.org/Lee_Havis,Rep,House,no,,,,,,,,,,,"556,897",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee,Kenneth,MD-05,https://ballotpedia.org/Kenneth_Lee_(Maryland),Rep,House,no,,,,,,,,,,,"556,897",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palombi,Chris,MD-05,https://ballotpedia.org/Chris_Palombi,Rep,House,no,,,,,,,,,,,"556,897",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sayers,Douglas,MD-05,https://ballotpedia.org/Douglas_Sayers_(Maryland),Rep,House,no,,,,,,,,,,,"556,897",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLoyd,Rashad Dwayne,MD-05,https://ballotpedia.org/Rashad_Dwayne_Lloyd,Unaff,House,no,,,,,,,,,,,"556,897",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trone,David,MD-06,https://ballotpedia.org/David_Trone,Dem,House,yes,,,,,,,,,,,"523,698",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bero,Maxwell,MD-06,https://ballotpedia.org/Maxwell_Bero,Dem,House,no,,,,,,,,,,,"523,698",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caldwell,Kevin,MD-06,https://ballotpedia.org/Kevin_Caldwell,Rep,House,no,,,,,,,,,,,"523,698",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meyyur,Chris,MD-06,https://ballotpedia.org/Chris_Meyyur,Rep,House,no,,,,,,,,,,,"523,698",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parrott,Neil,MD-06,https://ballotpedia.org/Neil_Parrott,Rep,House,no,,,,,,,,,,,"523,698",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,T. Dan,MD-07,https://ballotpedia.org/T._Dan_Baker,Dem,House,no,,,,,,,,,,,"528,398",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown,Alicia,MD-07,https://ballotpedia.org/Alicia_Brown_(Maryland),Dem,House,no,,,,,,,,,,,"528,398",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carter,Jill,MD-07,https://ballotpedia.org/Jill_Carter,Dem,House,no,,,,,,,,,,,"528,398",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chullin,Matko Lee III,MD-07,https://ballotpedia.org/Matko_Lee_Chullin_III,Dem,House,no,,,,,,,,,,,"528,398",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davidson,Jermyn Michael,MD-07,https://ballotpedia.org/Michael_Davidson_(Maryland),Dem,House,no,,,,,,,,,,,"528,398",,,,,,,,,,,,,,,,,,,,,,,,,,,,
